CalBP,SPD_Unnormalized,SPD_Normalized,MC_lo_2.5pct,MC_hi_97.5pct,MC_pval
8440,0.0059388471910598,0.0059388471910598,0.00232789155898,0.006549984202643,0.0
8450,0.005692152354603,0.005692152354603,0.0023828650428583,0.0066144416480272,0.0
8460,0.0052466233001636,0.0052466233001636,0.0025261834249453,0.0067076603266832,0.0
8470,0.0052103268914569,0.0052103268914569,0.0025452304718535,0.0067265474941518,0.0
8480,0.0052449971759439,0.0052449971759439,0.0025396330317445,0.0066856957259663,0.0
8490,0.0052082563573492,0.0052082563573492,0.0025332919625851,0.0066913780252149,0.0
8500,0.0053373953512903,0.0053373953512903,0.002495623453688,0.0067150933119345,0.0
8510,0.005582602811394,0.005582602811394,0.0024143875634953,0.0066164870259044,0.0
8520,0.0052210198553078,0.0052210198553078,0.002542943652958,0.0066828962499377,0.0
8530,0.0052215538103486,0.0052215538103486,0.002549567405304,0.0066707685841259,0.0
8540,0.0050702310442038,0.0050702310442038,0.0025428524427236,0.006664127317145,0.0
8550,0.0052696491242651,0.0052696491242651,0.0021091278665528,0.0061718133351424,0.0
8560,0.0052508991765736,0.0052508991765736,0.0019957515621949,0.0060015226367364,0.0
8570,0.0052619644241269,0.0052619644241269,0.0021356733114893,0.0060972913097716,0.0
8580,0.005264819805792,0.005264819805792,0.0022241574746256,0.0062721975861044,0.0
8590,0.0052564914958188,0.0052564914958188,0.0019623768986242,0.0059540111616944,0.0
8600,0.0045240625767443,0.0045240625767443,0.0019590164909689,0.0056380106401192,0.0
8610,0.0039893567162774,0.0039893567162774,0.0022875617677119,0.0056878335352396,0.0
8620,0.0042979574693556,0.0042979574693556,0.0020733540450103,0.0056793539086966,0.0
8630,0.0044098794601374,0.0044098794601374,0.0020275473148296,0.0056763622156006,0.0
8640,0.0036888152776375,0.0036888152776375,0.0024967587680804,0.0057750637502998,0.0
8650,0.0033182801409108,0.0033182801409108,0.0029930604543528,0.0060664865253751,0.0
8660,0.0033521652090113,0.0033521652090113,0.0031434035807854,0.0061780525882584,0.0
8670,0.003337131817552,0.003337131817552,0.0030080395775382,0.0060585696528438,0.0
8680,0.0034545059268232,0.0034545059268232,0.0027794334104481,0.005919603593337,0.0
8690,0.0034049064685711,0.0034049064685711,0.0028190094956654,0.0059586736744206,0.0
8700,0.0033215670868477,0.0033215670868477,0.0030082565370107,0.0060993484854574,0.0
8710,0.0033333858049949,0.0033333858049949,0.0029681747984993,0.0060634140799454,0.0
8720,0.0033272919721215,0.0033272919721215,0.0030625262480059,0.0061253975640046,0.0
8730,0.0034803963980286,0.0034803963980286,0.0031503023843269,0.0061661783432451,0.0
8740,0.0034054860942352,0.0034054860942352,0.003121330462131,0.0061494732998962,0.0
8750,0.0033827441112732,0.0033827441112732,0.0031075625377574,0.0061562489418825,0.0
8760,0.0033283798709133,0.0033283798709133,0.0031056651507117,0.0061595493712664,0.0
8770,0.0034305743059802,0.0034305743059802,0.0031447930382585,0.0061341840721691,0.0
8780,0.0039941451202128,0.0039941451202128,0.0029792784163314,0.0058883464177509,0.0
8790,0.0043974381588168,0.0043974381588168,0.0027330862033187,0.0055766558487383,0.0
8800,0.0043256068741145,0.0043256068741145,0.0027465703627355,0.0055987992103604,0.0
8810,0.0043789688671106,0.0043789688671106,0.0027111024263582,0.005545032114526,0.0
8820,0.0046245231973795,0.0046245231973795,0.0024710278729403,0.0052915908148674,0.0
8830,0.0038215835439681,0.0038215835439681,0.0028937413722843,0.0057676253875949,0.0
8840,0.002999798878596,0.002999798878596,0.0030732787853955,0.006074533099573,1.0
8850,0.0028410245448769,0.0028410245448769,0.00305136454381,0.0060274165801689,1.0
8860,0.0033054890747939,0.0033054890747939,0.0029296457786663,0.0058276728304624,0.0
8870,0.0042503969414721,0.0042503969414721,0.0025595265353547,0.005378376399868,0.0
8880,0.003655786600779,0.003655786600779,0.0027307441097519,0.0056073713966014,0.0
8890,0.0030586556649365,0.0030586556649365,0.0028144149781184,0.0057096415253635,0.0
8900,0.0040570231735956,0.0040570231735956,0.0024818048119628,0.0053296109172802,0.0
8910,0.0040796951074329,0.0040796951074329,0.0023930360293554,0.0052414044211011,0.0
8920,0.0029157795622004,0.0029157795622004,0.0023546883085879,0.005126293402765,0.0
8930,0.002753076618696,0.002753076618696,0.0020258776267014,0.0046876989693123,0.0
8940,0.0030232802818582,0.0030232802818582,0.0018256384179632,0.0044961074423578,0.0
8950,0.0031152079341969,0.0031152079341969,0.0015397083167067,0.0040865493536919,0.0
8960,0.0026913778630022,0.0026913778630022,0.0011365047996574,0.0033517992232603,0.0
8970,0.0024390695674072,0.0024390695674072,0.0007515770812443,0.0026148701408998,0.0
8980,0.003387540770217,0.003387540770217,0.0006718809334809,0.002721743139954,0.0
8990,0.0046974783764504,0.0046974783764504,0.0006386397532453,0.0030899603964078,0.0
9000,0.0053022166052159,0.0053022166052159,0.0007246047050351,0.0042564749346038,0.0
9010,0.0046479783609795,0.0046479783609795,0.0009653012279483,0.0049378090025577,0.0
9020,0.0033923906004938,0.0033923906004938,0.0015979078029549,0.0056207737378689,0.0
9030,0.0018132595775842,0.0018132595775842,0.0025817894368071,0.0067377477662479,1.0
9040,0.0011038370197669,0.0011038370197669,0.003113691102461,0.0073239106172941,1.0
9050,0.0004702015202762,0.0004702015202762,0.0027643095341615,0.0069065779437967,1.0
9060,0.0005605100421617,0.0005605100421617,0.0021875393690386,0.0062747511998658,1.0
9070,0.000580777887012,0.000580777887012,0.0020051687313415,0.0060677501367237,1.0
9080,0.0005641387907705,0.0005641387907705,0.0021040646539893,0.0061343181308641,1.0
9090,0.0003665794880446,0.0003665794880446,0.0027054010043024,0.0068782321112551,1.0
9100,0.0003582221079827,0.0003582221079827,0.0028970744249189,0.0071192576506989,1.0
9110,0.0003692343997087,0.0003692343997087,0.0026332732329805,0.0068491930971674,1.0
9120,0.000370850839978,0.000370850839978,0.0025285772130979,0.0066576727605146,1.0
9130,0.0003058981077335,0.0003058981077335,0.0031250358083958,0.0074357509326078,1.0
9140,0.0002142893636874,0.0002142893636874,0.0034391258818271,0.00782558025821,1.0
9150,0.0001241624356251,0.0001241624356251,0.0036474313491416,0.0083037882587255,1.0
9160,8.294888209096332e-05,8.294888209096332e-05,0.0036713516704347,0.0085975489191421,1.0
9170,9.07636035282658e-05,9.07636035282658e-05,0.0034798137720247,0.0079548166800192,1.0
9180,0.0001259450776174,0.0001259450776174,0.0026722319912243,0.0067268909993875,1.0
9190,0.0001267245093671,0.0001267245093671,0.0020595906710311,0.0056699566944499,1.0
9200,8.326919366207964e-05,8.326919366207964e-05,0.0022488975480154,0.0060578711030358,1.0
9210,3.860501753980112e-05,3.860501753980112e-05,0.0022854549424217,0.0062372399904847,1.0
9220,3.777802065222912e-05,3.777802065222912e-05,0.001918973495496,0.0055514745921653,1.0
9230,3.676432596740205e-05,3.676432596740205e-05,0.0014487311427144,0.0045863236839131,1.0
9240,0.0,0.0,0.0010648516446315,0.0036854534139336,1.0
9250,0.0,0.0,0.0008563056564206,0.003212242886015,1.0
9260,0.0,0.0,0.000796924764619,0.0032153421115695,1.0
9270,0.0,0.0,0.0009449749093104,0.00394748486122,1.0
9280,0.0,0.0,0.0012614816679063,0.0053096629783904,1.0
9290,0.0,0.0,0.0015668827764625,0.0065893575857808,1.0
9300,0.0,0.0,0.0016549933578816,0.0071260306726185,1.0
9310,0.0,0.0,0.0015640571453711,0.0072215162397228,1.0
9320,0.0,0.0,0.0015557721807046,0.007380836517511,1.0
9330,0.0,0.0,0.0016199461037034,0.0085510627697264,1.0
9340,0.0,0.0,0.0011786861713443,0.008025417308031,1.0
9350,0.0,0.0,0.0005808380537902,0.0053295058968203,1.0
9360,0.0,0.0,0.0002056434035077,0.0028614790696107,1.0
9370,0.0,0.0,2.225074416766976e-05,0.0014753882574818,1.0
9380,0.0,0.0,4.169837708819691e-06,0.0013669647129419,1.0
9390,0.0,0.0,1.318899619148069e-07,0.0007313284179065,1.0
9400,0.0,0.0,0.0,0.0009086436765826,0.0
9410,0.0,0.0,0.0,0.0018190873667765,0.0
9420,0.0,0.0,0.0,0.0022297971644261,0.0
9430,0.0,0.0,0.0,0.0037367288544977,0.0
9440,0.0,0.0,0.0,0.0038829608421431,0.0
9450,0.0,0.0,0.0,0.00313307754893,0.0
9460,0.0,0.0,0.0,0.0028790174279278,0.0
9470,0.0,0.0,0.0,0.0032416081799394,0.0
9480,0.0,0.0,0.0,0.0034280578801887,0.0
9490,0.0,0.0,0.0,0.0035027842378516,0.0
9500,0.0,0.0,0.0,0.0033178185187515,0.0
