Age_BP,Temp_C
25426.0,-49.6431
25495.0,-50.418
25563.0,-52.0896
25630.0,-53.5474
25700.0,-52.8135
25766.0,-51.3966
25831.0,-49.6431
25901.0,-49.7758
25973.0,-49.8572
26043.0,-50.2957
26110.0,-48.522
26175.0,-48.3385
26242.0,-47.3905
26309.0,-48.7361
26374.0,-49.0725
26445.0,-49.8471
26513.0,-49.4902
26583.0,-48.7156
26647.0,-49.215
26710.0,-49.3783
26768.0,-49.9899
26831.0,-48.7972
26892.0,-48.1245
26956.0,-48.6443
27018.0,-48.7055
27085.0,-48.7563
27145.0,-48.1141
27207.0,-48.5832
27277.0,-49.419
27346.0,-49.6025
27419.0,-48.6951
27489.0,-45.7187
27559.0,-43.1599
27614.0,-40.9786
27671.0,-40.8156
27720.0,-39.5924
27774.0,-38.7156
27828.0,-38.267
27882.0,-41.3557
27944.0,-45.2294
28025.0,-48.318
28104.0,-50.367
28181.0,-50.6728
28255.0,-51.3661
28325.0,-50.6422
28392.0,-49.5514
28455.0,-49.1336
28517.0,-49.8572
28578.0,-50.9275
28628.0,-50.5606
28687.0,-47.37
28742.0,-44.6278
28789.0,-41.845
28836.0,-41.7226
28881.0,-40.3771
28929.0,-40.163
28979.0,-39.0725
29028.0,-41.7125
29071.0,-44.6584
29125.0,-48.7361
29187.0,-50.5404
29253.0,-50.948
29315.0,-50.0511
29375.0,-50.53
29437.0,-50.8462
29506.0,-51.478
29586.0,-51.7226
29662.0,-52.5994
29744.0,-53.5933
29817.0,-53.048
29878.0,-53.2621
29938.0,-53.3028
30005.0,-53.1905
30070.0,-52.3954
30140.0,-53.0786
30206.0,-52.8746
30271.0,-52.3648
30336.0,-51.0092
30401.0,-50.8969
30468.0,-50.1734
30536.0,-49.2049
30596.0,-49.3884
30657.0,-49.6535
30721.0,-51.5596
30783.0,-51.7532
30852.0,-52.5587
30914.0,-52.1814
30980.0,-51.2743
31046.0,-51.4884
31113.0,-51.4985
31178.0,-52.3343
31241.0,-52.5177
31305.0,-52.0489
31369.0,-52.2324
31433.0,-51.4985
31497.0,-51.6921
31559.0,-51.0193
31619.0,-50.1018
31681.0,-48.6544
31746.0,-47.3599
31806.0,-46.3609
31866.0,-44.9236
31926.0,-43.9655
31981.0,-42.8034
32040.999999999996,-42.3752
32098.999999999996,-41.3661
32161.0,-40.9581
32220.999999999996,-40.6933
32283.0,-41.6309
32345.999999999996,-45.0459
32409.999999999996,-48.0327
32476.0,-50.8868
32543.999999999996,-51.3661
32609.0,-52.1612
32676.000000000004,-52.2936
32744.999999999996,-53.048
32815.0,-53.2416
32883.0,-53.048
32951.0,-52.844
33019.0,-51.2844
33082.0,-48.9196
33151.0,-45.6269
33220.0,-43.945
33289.0,-43.1092
33357.0,-42.9664
33425.0,-42.8034
33493.0,-41.6309
33558.0,-40.8868
33625.0,-43.1398
33691.0,-46.952
33759.0,-49.6229
33829.0,-49.3373
33894.0,-49.1844
33960.0,-49.3272
34026.0,-49.6229
34092.0,-49.4801
34158.0,-50.163
34224.0,-50.4893
34284.0,-50.948
34348.0,-50.3875
34415.0,-50.6422
34474.0,-49.1642
34534.0,-47.8798
34584.0,-45.7798
34629.0,-45.3416
34685.0,-45.2599
34733.0,-45.4434
34782.0,-45.5658
34830.0,-44.3119
34879.0,-43.3333
34922.0,-41.9572
34965.0,-41.3661
35010.0,-40.8156
35058.0,-41.2639
35100.0,-41.2743
35141.0,-40.9991
35185.0,-40.1122
35223.0,-40.2853
35270.0,-41.4168
35308.0,-45.0153
35362.0,-48.5728
35423.0,-50.5098
35485.0,-50.8563
35547.0,-50.9379
35609.0,-51.2232
35671.0,-52.5587
35744.0,-52.8339
35808.0,-52.9969
35865.0,-51.5086
35923.0,-51.2232
35981.0,-51.6208
36044.0,-51.3661
36099.0,-50.7645
36154.0,-50.3159
36209.0,-49.1336
36264.0,-47.1765
36312.0,-45.2089
36366.0,-44.4648
36414.0,-43.8125
36464.0,-44.6994
36519.0,-45.4229
36574.0,-46.6361
36629.0,-46.4119
36690.0,-45.5758
36747.0,-44.9746
36807.0,-43.1498
36860.0,-42.1612
36912.0,-41.5902
36965.0,-41.2844
37019.0,-41.5086
37073.0,-41.6208
37127.0,-41.5697
37181.0,-41.1009
37230.0,-40.3771
37285.0,-40.3058
37342.0,-40.581
37397.0,-40.6217
37452.0,-40.6829
37507.0,-40.53
37557.0,-40.4382
37612.0,-39.9694
37668.0,-39.0009
37722.0,-38.8685
37779.0,-38.8991
37842.0,-39.215
37905.0,-39.1132
37968.0,-39.3578
38031.0,-39.3578
38100.0,-38.6443
38170.0,-37.9817
38239.0,-37.4924
38307.0,-37.319
38358.0,-37.7982
38413.0,-41.0908
38470.0,-44.5667
38537.0,-48.2263
38603.0,-48.9092
38677.0,-49.7758
38749.0,-49.9899
38831.0,-50.2599
38909.0,-51.0602
38990.0,-51.3303
39064.0,-51.0297
39142.0,-50.7239
39221.0,-50.8052
39302.0,-50.4587
39385.0,-50.4434
39469.0,-49.9083
39551.0,-50.6575
39630.0,-51.9367
39716.0,-51.9878
39809.0,-51.0703
39890.0,-50.9633
39971.0,-50.3976
40044.0,-48.1346
40106.0,-46.0651
40172.0,-44.1284
40232.0,-45.311
40288.0,-46.6361
40357.0,-48.1346
40409.0,-48.1856
40460.0,-48.5832
40506.0,-49.3783
40558.0,-49.2761
40600.0,-50.7239
40644.0,-49.8777
40687.0,-49.4902
40726.0,-47.4924
40775.0,-45.9428
40819.0,-44.0673
40861.0,-42.793
40903.0,-43.007
40954.0,-43.415
41002.0,-43.0887
41047.0,-42.1508
41084.0,-40.9174
41129.0,-40.2957
41170.0,-42.0284
41210.0,-44.944
41261.0,-48.2263
41312.0,-49.2661
41363.0,-49.9694
41419.0,-50.4281
41471.0,-50.9275
41535.0,-51.1927
41582.0,-51.2437
41634.0,-49.8165
41683.0,-47.4413
41733.0,-45.5453
41783.0,-45.1275
41840.0,-45.678
41895.0,-45.4434
41946.0,-45.0153
42002.0,-43.782
42052.0,-42.5688
42100.0,-41.4578
42153.0,-41.3456
42196.0,-41.6208
42246.0,-41.478
42296.0,-40.8462
42347.0,-40.4486
42390.0,-40.1223
42431.0,-40.8052
42479.0,-40.581
42524.0,-41.5291
42572.0,-44.2303
42619.0,-48.0529
42686.0,-51.2437
42751.0,-52.0284
42814.0,-51.8349
42877.0,-51.3761
42943.0,-50.8257
43005.0,-50.6321
43069.0,-50.6829
43123.0,-50.3465
43180.0,-49.582
43241.0,-47.2988
43295.0,-44.8725
43343.0,-43.2621
43394.0,-44.3731
43451.0,-45.3517
43515.0,-46.0346
43570.0,-45.4841
43631.0,-45.4333
43687.0,-45.1376
43748.0,-45.3823
43808.0,-44.9236
43863.0,-44.3731
43925.0,-43.5679
43982.0,-43.5985
44041.0,-44.1489
44093.0,-44.0774
44149.0,-43.3128
44202.0,-42.263
44248.0,-41.5596
44294.0,-41.0398
44337.0,-40.5505
44382.0,-40.367
44431.0,-40.367
44477.0,-40.7239
44530.0,-40.3058
44580.0,-40.2346
44621.0,-39.8471
44667.0,-39.837
44714.0,-39.8266
44755.0,-39.2866
44799.0,-39.0214
44843.0,-38.6034
44888.0,-38.522
44933.0,-37.9511
44979.0,-37.8593
45025.0,-38.0939
45066.0,-37.8187
45145.0,-37.5382
45189.0,-37.1177
45189.0,-37.4517
45235.0,-36.9419
45277.0,-36.3914
45321.0,-35.8003
45398.0,-39.2049
45440.0,-42.5306
45440.0,-44.8523
45500.0,-49.0927
45558.0,-49.3578
45623.0,-48.9703
45693.0,-48.2364
45759.0,-47.941
45825.0,-47.9205
45897.0,-48.889
45977.0,-49.1232
46062.0,-49.5872
46153.0,-49.1896
46232.0,-49.5312
46312.0,-49.6535
46401.0,-49.2966
46482.0,-47.4924
46569.0,-44.7554
46638.0,-45.1376
46702.0,-45.311
46759.0,-44.2508
46826.0,-43.1905
46892.0,-42.1713
46949.0,-41.7942
47004.0,-42.7728
47064.0,-42.8645
47124.0,-42.5483
47184.0,-42.2936
47230.0,-44.7196
47283.0,-46.7789
47345.0,-47.4618
47429.0,-46.6667
47504.0,-44.4037
47567.0,-43.9245
47626.0,-44.4037
47687.0,-45.2294
47742.0,-45.1376
47805.0,-44.7502
47868.0,-44.9642
47930.0,-44.9031
47992.0,-44.8012
48059.0,-44.2713
48121.0,-44.1489
48189.0,-44.0266
48251.0,-43.6391
48317.0,-43.6798
48377.0,-43.996
48438.0,-44.2609
48499.0,-44.3731
48570.0,-44.2713
48638.0,-44.1896
48709.0,-44.0266
48769.0,-43.792
48833.0,-43.1905
48901.0,-42.8135
48964.0,-42.8847
49026.0,-43.5881
49095.0,-43.7514
49167.0,-43.1498
49228.0,-41.6921
49293.0,-41.4373
49358.0,-41.3661
49418.0,-41.5596
49470.0,-41.4679
49521.0,-41.152
49579.0,-41.0297
49635.0,-40.6523
49690.0,-40.4792
49746.0,-40.5505
49806.0,-40.2651
49868.0,-40.1018
49922.0,-39.8165
49981.0,-39.9694
