Age_BP,Temp_C
8670.76,-30.1621
8689.109999999999,-30.0722
8707.61,-29.9208
8726.78,-29.8419
8747.69,-29.8171
8766.07,-29.7985
8785.0,-29.8242
8803.22,-29.8979
8821.89,-29.8682
8842.33,-29.6979
8862.39,-29.5147
8883.49,-29.4211
8903.58,-29.3893
8923.400000000001,-29.4413
8941.96,-29.5777
8961.34,-29.6355
8980.44,-29.6404
9000.81,-29.6642
9020.86,-29.6547
9041.029999999999,-29.5281
9061.15,-29.4456
9082.01,-29.5914
9100.9,-29.8447
9120.35,-29.9694
9139.060000000001,-29.9547
9158.42,-30.0505
9177.55,-30.1407
9198.880000000001,-30.1385
9198.880000000001,-30.1777
9217.99,-30.2914
9238.009999999998,-30.2703
9259.62,-30.1954
9281.42,-30.2263
9302.11,-30.0948
9323.18,-29.9703
9345.539999999999,-29.9569
9365.93,-29.9826
9386.43,-30.0367
9407.56,-30.0664
9425.57,-30.1734
9446.83,-30.237
9468.09,-30.2707
9488.87,-30.3853
9510.04,-30.4691
9532.24,-30.6086
9555.970000000001,-30.7177
9578.95,-30.6242
9601.42,-30.6119
9623.97,-30.4966
9646.99,-30.1771
9670.460000000001,-29.9141
9693.74,-29.8596
9715.7,-29.8865
9741.41,-29.8489
9763.75,-29.9541
9786.86,-30.1003
9810.31,-30.3196
9833.91,-30.422
9857.34,-30.333
9879.68,-30.4648
9902.240000000002,-30.6752
9925.33,-30.5437
9971.94,-30.4844
9996.27,-30.5627
10016.6,-30.4963
10028.4,-30.4391
10052.199999999999,-30.4174
10064.4,-30.415
10075.900000000001,-30.4835
10099.5,-30.5596
10111.3,-30.5419
10122.5,-30.6009
10134.2,-30.678
10147.4,-30.7434
10160.1,-30.8129
10172.800000000001,-30.8749
10172.800000000001,-30.8982
10186.199999999999,-30.9667
10199.1,-31.0648
10212.400000000001,-31.1572
10225.5,-31.2422
10239.2,-31.3544
10252.1,-31.4752
10264.099999999999,-31.5973
10276.1,-31.7171
10288.0,-31.8275
10300.1,-31.9245
10313.2,-32.0223
10323.800000000001,-32.1138
10336.3,-32.2064
10350.199999999999,-32.2957
10364.3,-32.3982
10389.699999999999,-32.5263
10401.6,-32.6119
10414.1,-32.6914
10428.0,-32.7609
10439.9,-32.8025
10439.9,-32.83
10452.8,-32.8578
10468.3,-32.8847
10468.3,-32.9067
10481.400000000001,-32.9346
10494.0,-32.9755
10509.0,-33.0171
10522.0,-33.0783
10537.0,-33.1569
10551.0,-33.1918
10565.0,-33.2541
10580.0,-33.2725
10593.0,-33.3263
10606.0,-33.389
10620.0,-33.4807
10634.0,-33.5587
10648.0,-33.6404
10662.0,-33.7566
10678.0,-33.8551
10692.0,-33.9459
10706.0,-34.0437
10720.0,-34.1251
10734.0,-34.204
10747.0,-34.2847
10762.0,-34.3801
10762.0,-34.415
10792.0,-34.5911
10806.0,-34.6954
10819.0,-34.8006
10819.0,-34.8495
10833.0,-34.9272
10847.0,-35.0125
10862.0,-35.0468
10877.0,-35.0771
10891.0,-35.1263
10921.0,-35.5526
10937.0,-35.5352
10951.0,-35.544
10965.0,-34.963
10980.0,-35.1465
10995.0,-35.404
11011.0,-35.4523
11025.0,-35.3474
11039.0,-35.618
11057.0,-35.7361
11071.0,-36.2211
11087.0,-36.208
11101.0,-35.9327
11120.0,-36.0682
11135.0,-36.3914
11149.0,-36.304
11163.0,-35.9939
11180.0,-35.3911
11197.0,-35.4523
11213.0,-35.3691
11229.0,-35.4566
11243.0,-35.3954
11258.0,-35.4609
11274.0,-35.8061
11289.0,-36.3661
11307.0,-36.422
11324.0,-37.7459
11339.0,-37.7728
11354.0,-38.3945
11371.0,-38.7716
11389.0,-39.4242
11408.0,-39.4547
11427.0,-38.8125
11446.0,-38.7563
11462.0,-38.0428
11479.0,-37.3495
11496.0,-36.6361
11512.0,-36.6187
11527.0,-36.5226
11542.0,-35.8847
11558.0,-35.8969
11576.0,-36.3355
11594.0,-36.152
11611.0,-36.6413
11628.0,-37.8034
11647.0,-39.8676
11666.0,-41.5342
11666.0,-42.4037
11690.0,-44.3364
11723.0,-45.4358
11755.0,-46.8731
11790.0,-46.4679
11823.0,-47.1024
11857.0,-48.3028
11889.0,-47.6682
11922.0,-47.6911
11959.0,-47.737
11993.0,-46.4908
12029.0,-46.6132
12063.0,-46.5673
12104.0,-46.2844
12140.0,-46.9954
12174.0,-47.3471
12213.0,-47.7217
12246.0,-47.6223
12280.0,-47.2018
12322.0,-47.5306
12322.0,-47.3801
12401.0,-47.6758
12438.0,-48.3028
12475.0,-48.1881
12511.0,-48.1575
12550.0,-48.3945
12588.0,-48.9679
12628.0,-49.4878
12666.0,-49.7706
12705.0,-50.13
12745.0,-49.5489
12779.0,-49.5107
12817.0,-49.6483
12854.0,-49.2049
12887.0,-48.0428
12920.0,-45.9021
12948.0,-44.1208
12973.0,-42.104
12993.0,-41.3517
13014.0,-41.156
13035.0,-41.0703
13055.0,-41.5535
13079.0,-41.9083
13102.0,-43.1376
13122.0,-44.2569
13145.0,-45.0092
13173.0,-45.7645
13205.0,-46.2156
13236.0,-46.1774
13262.0,-45.0841
13291.0,-43.8165
13316.0,-43.3639
13344.0,-42.2569
13366.0,-41.2049
13393.0,-40.6055
13416.0,-39.9817
13436.0,-39.578
13460.0,-39.0581
13482.0,-39.6147
13504.0,-39.3211
13527.0,-39.0398
13547.0,-38.5138
13588.0,-38.4303
13605.0,-38.6034
13625.0,-39.2966
13625.0,-39.6758
13647.0,-40.0306
13672.0,-40.526
13697.0,-40.4771
13720.0,-40.1162
13742.0,-39.2294
13762.0,-39.0031
13802.0,-38.8939
13821.0,-38.9144
13841.0,-39.1437
13862.0,-39.1795
13862.0,-39.2355
13882.0,-39.37
13902.0,-39.37
13924.0,-39.3761
13947.0,-38.7829
13969.0,-39.0153
13988.0,-39.6697
14010.0,-40.8012
14031.0,-41.792
14051.0,-42.9908
14081.0,-42.6422
14110.0,-41.6024
14131.0,-40.3425
14171.0,-39.4291
14187.0,-38.3792
14206.0,-38.3893
14225.0,-38.1703
14244.0,-37.7012
14261.0,-37.2018
14281.0,-36.4168
14299.0,-35.8205
14318.0,-34.9388
14334.0,-34.3884
14352.0,-34.256
14369.0,-34.2813
14384.0,-34.1031
14401.0,-34.2303
14419.0,-34.5055
14436.0,-34.2713
14454.0,-34.1997
14470.0,-33.3281
14485.0,-32.7917
14500.0,-32.3765
14516.0,-31.992
14532.0,-32.1144
14548.0,-31.7737
14565.0,-32.2719
14580.0,-32.9795
14596.0,-33.1551
14612.0,-33.7055
14629.0,-34.6177
14648.0,-36.1061
14669.0,-38.267
14669.0,-38.9847
14688.0,-41.1621
14711.0,-42.8073
14749.0,-44.3043
14788.0,-44.5872
14824.0,-44.6713
14860.0,-44.633
14897.0,-45.0153
14932.0,-45.5581
14968.0,-45.2829
15001.0,-45.107
15035.0,-45.2141
15074.0,-44.6636
15108.0,-44.3425
15142.0,-43.6162
15176.0,-42.8899
15214.0,-43.448
15250.0,-43.4327
15292.0,-44.1361
15292.0,-44.6789
15333.0,-44.7706
15375.0,-45.1171
15420.0,-45.5046
15500.0,-45.344
15535.0,-45.3364
15579.0,-44.9694
15579.0,-44.7606
15618.0,-46.0245
15660.0,-47.4823
15740.0,-47.1789
15740.0,-46.7073
15784.0,-46.626
15825.0,-47.5434
15903.0,-48.8609
15946.0,-49.2661
15946.0,-49.5413
15990.0,-48.481
16033.000000000002,-47.0948
16072.0,-45.6881
16114.999999999998,-45.2193
16158.999999999998,-45.5557
16236.0,-45.6957
16274.0,-46.1621
16314.0,-45.7034
16347.999999999998,-45.841
16389.0,-45.8104
16389.0,-45.4639
16465.0,-46.2997
16465.0,-46.6055
16510.0,-47.2171
16553.0,-47.6352
16629.0,-47.0642
16662.0,-46.9037
16702.0,-47.5382
16740.0,-47.0872
16773.0,-47.3318
16813.0,-45.9404
16845.0,-45.2982
16885.0,-45.734
16919.0,-45.1453
16960.0,-47.0795
16998.0,-47.4159
16998.0,-47.5229
17042.0,-48.3691
17083.0,-47.6352
17127.0,-48.2162
17169.0,-47.7777
17245.0,-45.8181
17284.0,-45.0229
17284.0,-44.6076
17333.0,-44.7502
17374.0,-44.6584
17416.0,-43.8021
17458.0,-44.7502
17503.0,-44.6994
17548.0,-44.73
17593.0,-43.5168
17638.0,-44.2303
17684.0,-44.8113
17730.0,-45.7697
17776.0,-46.3202
17821.0,-45.8817
17869.0,-44.8725
17920.0,-43.578
17970.0,-43.3232
18019.0,-43.8838
18071.0,-44.4853
18116.0,-44.689
18165.0,-44.2914
18216.0,-43.6291
18266.0,-43.9755
18317.0,-44.4749
18360.0,-44.1385
18408.0,-44.108
18464.0,-43.5373
18514.0,-44.8523
18563.0,-45.1477
18610.0,-45.9838
18663.0,-44.4343
18715.0,-43.9144
18767.0,-43.3128
18819.0,-43.9349
18877.0,-43.6492
18927.0,-43.2722
18980.0,-43.2009
19033.0,-43.8327
19077.0,-43.8226
19126.0,-43.8431
19167.0,-42.9664
19210.0,-42.6606
19253.0,-42.9257
19293.0,-43.7309
19336.0,-44.6177
19382.0,-45.0664
19422.0,-45.0459
19466.0,-45.4028
19511.0,-45.4841
19560.0,-45.3211
19602.0,-45.0664
19658.0,-45.3517
19708.0,-45.637
19761.0,-46.045
19812.0,-45.9122
19858.0,-46.5749
19904.0,-45.9939
19954.0,-45.9226
20007.0,-45.311
20051.0,-45.7492
20099.0,-46.3609
20144.0,-46.4933
20188.0,-47.0236
20233.0,-47.533
20281.0,-48.3079
20331.0,-48.3691
20376.0,-46.7991
20425.0,-45.1275
20478.0,-45.0664
20526.0,-44.9541
20572.0,-45.5147
20621.0,-44.5055
20671.0,-45.5862
20721.0,-46.585
20774.0,-47.4719
20830.0,-47.2272
20877.0,-47.6248
20926.0,-48.0428
20982.0,-48.4609
21036.0,-48.3997
21087.0,-48.7972
21137.0,-48.9603
21191.0,-49.2355
21239.0,-49.6942
21292.0,-50.6321
21345.0,-50.4893
21396.0,-49.8572
21449.0,-49.0725
21502.0,-49.5514
21556.0,-49.9183
21612.0,-50.4893
21671.0,-49.256
21727.0,-49.0315
21793.0,-48.1346
21856.0,-49.2254
21916.0,-48.7869
21979.5,-49.1538
22035.5,-48.7055
22090.5,-48.6138
22138.5,-48.0835
22186.5,-47.4719
22251.5,-48.0021
22298.5,-48.8174
22359.5,-49.47
22421.0,-48.889
22481.0,-48.1856
22538.0,-48.1651
22595.0,-48.9398
22650.0,-49.0419
22707.0,-48.5526
22763.0,-48.267
22815.0,-48.1245
22871.0,-47.1459
22926.0,-44.73
22974.0,-43.8327
23028.0,-45.4333
23082.0,-47.7777
23133.0,-49.47
23185.0,-49.2966
23247.0,-48.9502
23297.0,-46.1468
23341.0,-43.211
23392.0,-42.2119
23444.0,-43.9755
23505.0,-47.8287
23566.0,-49.5312
23630.0,-51.2437
23694.0,-51.152
23753.0,-52.5177
23814.0,-52.3242
23874.0,-52.9257
23934.0,-52.8541
23986.0,-53.0887
24038.0,-53.3945
24098.0,-53.415
24153.0,-53.1499
24208.0,-52.4872
24267.0,-51.2639
24337.0,-50.5199
24401.0,-49.6125
24463.0,-48.5015
24531.0,-48.9603
24591.0,-49.3171
24653.0,-51.2538
24714.0,-50.581
24780.0,-51.5697
24841.0,-50.7239
24910.0,-51.0193
24976.0,-48.3997
25037.0,-47.4312
25099.0,-47.4211
25164.0,-48.9603
25229.0,-49.6942
25294.0,-50.0407
25361.0,-49.5413
