CalBP,Z_GISP2_Temp_C,Z_PANGAEA_pollen_AP [%],Z_PANGAEA_pollen_AP-Pinus [%],Z_PANGAEA_pollen_Algae [%],Z_PANGAEA_pollen_Helophyte [%],Z_PANGAEA_pollen_Herbs [%],Z_PANGAEA_pollen_NAP [%],Z_PANGAEA_pollen_Poaceae+Cyperaceae [,Z_PANGAEA_pollen_Pollen aquat [%],Z_PANGAEA_pollen_Pollen mediterr [%],Z_PANGAEA_pollen_Pollen montane [%],Z_PANGAEA_pollen_Pollen pioneer [%],Z_PANGAEA_pollen_Pollen steppic [%],Z_PANGAEA_pollen_Pollen te [%],Z_PANGAEA_pollen_Shrubs [%],Z_PANGAEA_pollen_Spores [%],CCSI
8270,-2.3994122521450807,-0.9129352259343695,-0.8847646456298333,-0.07763990784978603,0.8116235711652221,0.8580565929471443,0.912935225934366,0.8843917662523874,0.535173868287069,-0.5662231929512974,0.843444314167571,-0.9113927776660321,1.213696992534128,-0.5764575524740722,-0.35878331663198565,1.2828215847730562,-1.094079498162964
8280,-2.368264811830445,-0.6424610132917442,-0.6129194167061207,-0.05136794966450813,0.5801180986984006,0.6401665780338996,0.6424610132917407,0.7313085658918155,0.42716170046894086,-0.3877932707027248,0.5288529267037936,-0.979957848168489,0.9967318857066064,-0.3608565473990829,-0.4306555914454487,1.0586325888567558,-0.8430709921453099
8290,-2.32451804682436,-0.4035482312343268,-0.3747958773763148,-0.035868881326255195,0.3665588405689916,0.45053991928686243,0.4035482312343239,0.5898217185550625,0.3051994467598989,-0.23764655427161693,0.24018623407993736,-1.0102298766001987,0.8167878123638831,-0.16908842194985815,-0.4840892619647177,0.8319536669584159,-0.6175307059188582
8300,-2.269218160627879,-0.20200022066404127,-0.17590126069137854,-0.032741004853711286,0.179155238008584,0.2937036954096517,0.2020002206640401,0.45920569038676684,0.1647660356855362,-0.11969827529775405,-0.007491012405513778,-0.9950749228537288,0.674886802486528,-0.006888197539342373,-0.5222339512527427,0.6119451992562849,-0.4230942080399096
8310,-2.202870289008631,-0.03995448687661081,-0.018367929129951863,-0.04265909466673036,0.023350626651168823,0.1693806184088696,0.03995448687661022,0.3370950934455062,0.005466083871788596,-0.035964061450540055,-0.1990862863792837,-0.9291066259624419,0.5681171150845163,0.12248472348046105,-0.5483342564752196,0.40685916242381476,-0.26279723186277365
8320,-2.1255440278115127,0.08436078115973479,0.09930597135877332,-0.06526013528438901,-0.09873129813778278,0.07230543102360741,-0.0843607811597342,0.2196776503957698,-0.16888843977579512,0.013693035604276876,-0.3212003118585055,-0.8094902177589713,0.48998011333310987,0.21863818983393055,-0.5654188780891686,0.2228178420943012,-0.1368001453314139
8330,-2.0370644600903587,0.17608318536380893,0.18183731982762974,-0.09913353765318707,-0.1882475327346048,-0.0066727538115185425,-0.17608318536381165,0.10250804316767376,-0.3509764447121462,0.03166918941301218,-0.3643929692972639,-0.6369324840205618,0.4315543179825384,0.28390026160030335,-0.5760940098506662,0.06317142028253682,-0.04252727467875951
8340,-1.9372591794904825,0.24247240049101826,0.23614884983629642,-0.14185452876165994,-0.24906026943787274,-0.07828886647251687,-0.2424724004910216,-0.018044812305582948,-0.5311884034366626,0.022673563212584593,-0.3259207236413367,-0.4171007517436376,0.3833292515699534,0.3226782934233039,-0.5824438478139651,-0.07141437522074533,0.024774935330415134
8350,-1.826229462634378,0.2913007623497276,0.2700474100674594,-0.19005508394140927,-0.28684070682717333,-0.15193513183865412,-0.2913007623497292,-0.14307516148238653,-0.6991264056030996,-0.006242031882361445,-0.21241716427442034,-0.16217722740800725,0.3372872982232624,0.3405072620076455,-0.586024322188002,-0.18229645959135027,0.0711790590763874
8360,-1.7046104843246024,0.32934142070253797,0.2909253773737244,-0.23963385794045847,-0.3080794393622904,-0.2331222826424552,-0.3293414207025374,-0.2699022874878922,-0.8452121746857169,-0.045851193504465065,-0.04117535274777275,0.10855721093343809,0.28858834022894386,0.34299246222354446,-0.587919661630389,-0.2719786879773976,0.10312980112945433
