,LabID,Age,Error,Material,Taxa,d13C,Method,Long,Lat,LocAccuracy,Period,SiteID,SiteName,Country,Province,Continent,Source,Reference,removal_reason
262,ISGSA-2009,2445,15,POTTERYRESIDUE,Charred cooking vessel residue,-24.8,AMS,-71.71598365,42.9153287,1,,27HB78,Eddy; NH38-6,USA,New Hampshire,North America,UWyo2021,Taché Karine and John P. Hart. 2013. Chronometric Hygiene of Radiocarbon Databases for Early Durable Cooking Vessel Technologies in Northeastern North America. American Antiquity 78(2): 359–372 with on-line supplement.,Unknown lab ID
263,ISGSA-2010,2435,20,POTTERYRESIDUE,Vinette I,-26,AMS,-75.03382389,41.33211196,1,,36PI14,Zimmerman,USA,Pennsylvania,North America,UWyo2021,Taché Karine and John P. Hart. 2013; Stewart 2018,Unknown lab ID
264,ISGSA-2011,2440,20,POTTERYRESIDUE,Vinette I,-25,AMS,-75.03382389,41.33211196,1,,36PI14,Zimmerman,USA,Pennsylvania,North America,UWyo2021,Taché Karine and John P. Hart. 2013; Stewart 2018,Unknown lab ID
265,ISGSA-2012,2850,20,POTTERYRESIDUE,Vinette I,-24.7,AMS,-75.03382389,41.33211196,1,,36PI14,Zimmerman,USA,Pennsylvania,North America,UWyo2021,Taché Karine and John P. Hart. 2013; Stewart 2018,Unknown lab ID
266,ISGSA-2049,2245,15,WOOD,bark,,AMS,-80.66317894,39.86065894,1,,46MR7,Cresap Mound,USA,West Virginia,North America,UWyo2021,Tippins et al. 2016:7,Unknown lab ID
267,ISGSA-2050,2340,15,CHARCOAL,,,AMS,-80.66317894,39.86065894,1,,46MR7,Cresap Mound,USA,West Virginia,North America,UWyo2021,Tippins et al. 2016:7,Unknown lab ID
268,ISGSA-2107,7080,20,wood,,,,28.95,41.1,3,,,Yenikapı,Turkey,,Asia,Flohretal2016,Whittaker 2016,Unknown lab ID
269,ISGSA-2115,455,20,WOOD,,,AMS,-79.08733516,40.65206169,1,,36IN2,Johnston,USA,Pennsylvania,North America,UWyo2021,Kaufman 2013-Understanding Site Formation Processes…,Unknown lab ID
270,ISGSA-2116,420,20,SEEDS,Zea mays,,AMS,-79.08733516,40.65206169,1,,36IN2,Johnston,USA,Pennsylvania,North America,UWyo2021,Kaufman 2013-Understanding Site Formation Processes…,Unknown lab ID
271,ISGSA-2177,2255,15,CHARCOAL,,,AMS,-80.66317894,39.86065894,1,,46MR7,Cresap Mound,USA,West Virginia,North America,UWyo2021,Tippins et al. 2016:7,Unknown lab ID
272,ISGSA-2178,1630,20,CHARCOAL,,,AMS,-80.2478972,40.18929963,1,,36WH29,Mathies Mine Mound,USA,Pennsylvania,North America,UWyo2021,Tanner et al 2012,Unknown lab ID
273,ISGSA-2233,6165,25,CHARCOAL,,-25.9,AMS,-93.57373777,41.68569055,1,,13PK966,The Palace Site,USA,Iowa,North America,UWyo2021,Whittaker 2016,Unknown lab ID
274,ISGSA-2234,6175,25,UNKNOWN,,-23.9,AMS,-93.57373777,41.68569055,1,,13PK966,The Palace Site,USA,Iowa,North America,UWyo2021,Whittaker 2016,Unknown lab ID
275,ISGSA-2237,995,20,SEEDS,Zea mays cupule,-9.9,AMS,-91.18860042,39.98790561,1,,11A162,Kuhlman Habitation,USA,Illinois,North America,UWyo2021,Simon 2014-Reevaluating the Introduction of Maize into the American Bottom,Unknown lab ID
276,ISGSA-2238,285,20,SEEDS,Zea mays cupule,-10.5,AMS,-91.18860042,39.98790561,1,,11A1000,Buffalo,USA,Illinois,North America,UWyo2021,Simon 2014-Reevaluating the Introduction of Maize into the American Bottom,Unknown lab ID
277,ISGSA-2239,4955,120,SEEDS,Zea mays Kernel,-13.9,AMS,-91.18860042,39.98790561,1,,11A835,Deer Track,USA,Illinois,North America,UWyo2021,Simon 2014-Reevaluating the Introduction of Maize into the American Bottom,Unknown lab ID
278,ISGSA-2241,1055,20,SEEDS,Zea mays Kernel,-8.9,AMS,-90.88633619,39.62259435,1,,11PK1255,Tickless,USA,Illinois,North America,UWyo2021,Simon 2014-Reevaluating the Introduction of Maize into the American Bottom,Unknown lab ID
279,ISGSA-2242,1315,20,SEEDS,Zea mays Kernel,-10.1,AMS,-91.16482133,40.40367312,1,,11HA756,Edgar Hoener,USA,Illinois,North America,UWyo2021,Simon 2014-Reevaluating the Introduction of Maize into the American Bottom,Unknown lab ID
280,ISGSA-225,1470,43,POTTERYRESIDUE,,-26.4,AMS,-76.82364771,42.78107594,1,,9908.000003,Kipp Island,USA,New York,North America,UWyo2021,Hart et al. (2003),Unknown lab ID
281,ISGSA-226,1461,43,POTTERYRESIDUE,,-26.5,AMS,-76.82364771,42.78107594,1,,9908.000003,Kipp Island,USA,New York,North America,UWyo2021,Hart et al. (2003),Unknown lab ID
282,ISGSA-227,1428,41,POTTERYRESIDUE,,-27,AMS,-76.82364771,42.78107594,1,,9908.000003,Kipp Island,USA,New York,North America,UWyo2021,Hart et al. (2003),Unknown lab ID
283,ISGSA-2272,1000,20,POTTERYRESIDUE,,,AMS,-88.77588131,43.02091354,1,,47JE379,Koshkonong Creek  Village,USA,Wisconsin,North America,UWyo2021,Wilson 2016-Late Prehistoric Lithic Economies in the Prairie Peninsula,Unknown lab ID
284,ISGSA-2273,1490,20,SEEDS,Zea mays cupule,,AMS,-90.88633619,39.62259435,1,,11PK477,Ellege,USA,Illinois,North America,UWyo2021,Simon 2014-Reevaluating the Introduction of Maize into the American Bottom,Unknown lab ID
285,ISGSA-228,1260,39,POTTERYRESIDUE,,-26.1,AMS,-76.82364771,42.78107594,1,,9908.000003,Kipp Island,USA,New York,North America,UWyo2021,Hart et al. (2003),Unknown lab ID
286,ISGSA-229,1043,40,POTTERYRESIDUE,,-26.1,AMS,-75.03249938,42.63378083,1,,NYSM-1,Street,USA,New York,North America,UWyo2021,Hart and Brumbach (2005),Unknown lab ID
287,ISGSA-2320,605,20,POTTERYRESIDUE,,,AMS,-88.77588131,43.02091354,1,,47JE379,Koshkonong Creek  Village,USA,Wisconsin,North America,UWyo2021,Wilson 2016-Late Prehistoric Lithic Economies in the Prairie Peninsula,Unknown lab ID
288,ISGSA-235,781,42,POTTERYRESIDUE,,-18.1,AMS,-76.3061442,42.1705121,1,,10705.00003,Haner,USA,New York,North America,UWyo2021,Hartgen Assoc Pers com 2020,Unknown lab ID
289,ISGSA-2377,950,15,CHARCOAL,monocot stems,-25.3,AMS,-89.92837404,38.47043082,1,,11S706,East St. Louis Mound Complex,USA,Illinois,North America,UWyo2021,Brennan Boles Hedman Kolb Nash 2016,Unknown lab ID
290,ISGSA-2378,950,15,CHARCOAL,monocot stems,-10.7,AMS,-89.92837404,38.47043082,1,,11S706,East St. Louis Mound Complex,USA,Illinois,North America,UWyo2021,Brennan Boles Hedman Kolb Nash 2016,Unknown lab ID
291,ISGSA-2379,965,20,CHARCOAL,monocot stems,-9.6,AMS,-89.92837404,38.47043082,1,,11S706,East St. Louis Mound Complex,USA,Illinois,North America,UWyo2021,Brennan Boles Hedman Kolb Nash 2016,Unknown lab ID
292,ISGSA-2380,745,15,SEEDS,hickory nutshell burned,-23.6,AMS,-90.47231186,37.81040808,1,,23SG100,Common Field,USA,Missouri,North America,UWyo2021,Buchanan Meghan E. (2015) Warfare and the Materialization of Daily Life at the Mississippian Common Field Site. Unpublished Ph.D. dissertation. Department of Anthropology Indiana University.,Unknown lab ID
293,ISGSA-2381,705,20,SEEDS,Zea mays charred,-8.1,AMS,-90.47231186,37.81040808,1,,23SG100,Common Field,USA,Missouri,North America,UWyo2021,Buchanan Meghan E. (2015) Warfare and the Materialization of Daily Life at the Mississippian Common Field Site. Unpublished Ph.D. dissertation. Department of Anthropology Indiana University.,Unknown lab ID
294,ISGSA-2382,675,15,SEEDS,nutshell charred,-25.7,AMS,-90.47231186,37.81040808,1,,23SG100,Common Field,USA,Missouri,North America,UWyo2021,Buchanan Meghan E. (2015) Warfare and the Materialization of Daily Life at the Mississippian Common Field Site. Unpublished Ph.D. dissertation. Department of Anthropology Indiana University.,Unknown lab ID
295,ISGSA-2387,1030,20,WOOD,burned wood post,-26.1,AMS,-89.90517719,38.82984438,1,,11MS34,Cahokia Mounds,USA,Illinois,North America,UWyo2021,Baires 2014-Cahokia's Origins…,Unknown lab ID
296,ISGSA-2388,1040,20,WOOD,burned wood post,-16.5,AMS,-89.90517719,38.82984438,1,,11MS34,Cahokia Mounds,USA,Illinois,North America,UWyo2021,Baires 2014-Cahokia's Origins…,Unknown lab ID
297,ISGSA-2389,1000,20,WOOD,burned wood post,-25.5,AMS,-89.90517719,38.82984438,1,,11MS34,Cahokia Mounds,USA,Illinois,North America,UWyo2021,Baires 2014-Cahokia's Origins…,Unknown lab ID
298,ISGSA-2390,975,20,WOOD,burned wood post,-15.6,AMS,-89.90517719,38.82984438,1,,11MS34,Cahokia Mounds,USA,Illinois,North America,UWyo2021,Baires 2014-Cahokia's Origins…,Unknown lab ID
299,ISGSA-2391,1280,20,SHELL,marine,0.86,AMS,-89.90517719,38.82984438,1,,11MS34,Cahokia Mounds,USA,Illinois,North America,UWyo2021,Baires 2014-Cahokia's Origins…,Unknown lab ID
300,ISGSA-2403,880,20,CHARCOAL,,-26.5,AMS,-91.35860143,44.3040374,1,,47TR32,Little Bluff,USA,Wisconsin,North America,UWyo2021,Pauketat et al 2015 Trempealeau Entanglements…,Unknown lab ID
301,ISGSA-2404,910,20,CHARCOAL,Quercus sp,-26.4,AMS,-91.35860143,44.3040374,1,,47TR32,Little Bluff,USA,Wisconsin,North America,UWyo2021,Pauketat et al 2015 Trempealeau Entanglements…,Unknown lab ID
302,ISGSA-2405,915,20,SEEDS,chenopod charred,-25.6,AMS,-91.35860143,44.3040374,1,,47TR32,Little Bluff,USA,Wisconsin,North America,UWyo2021,Pauketat et al 2015 Trempealeau Entanglements…,Unknown lab ID
303,ISGSA-2406,940,20,CHARCOAL,,-25.5,AMS,-91.35860143,44.3040374,1,,47TR415,Pelkep,USA,Wisconsin,North America,UWyo2021,Pauketat et al 2015 Trempealeau Entanglements…,Unknown lab ID
304,ISGSA-2407,925,20,SEEDS,nutshell,-24.8,AMS,-91.35860143,44.3040374,1,,47TR415,Pelkey,USA,Wisconsin,North America,UWyo2021,Pauketat et al 2015 Trempealeau Entanglements…,Unknown lab ID
305,ISGSA-2408,920,20,CHARCOAL,Quercus sp,-26.9,AMS,-91.35860143,44.3040374,1,,47TR159,Uhl,USA,Wisconsin,North America,UWyo2021,Pauketat et al 2015 Trempealeau Entanglements…,Unknown lab ID
306,ISGSA-2409,955,20,CHARCOAL,Quercus sp,-26.3,AMS,-91.35860143,44.3040374,1,,47TR156,Squier Garden,USA,Wisconsin,North America,UWyo2021,Pauketat et al 2015 Trempealeau Entanglements…,Unknown lab ID
307,ISGSA-2410,955,20,CHARCOAL,birch,-25.8,AMS,-90.83448952,43.5939165,1,,47VE825,Fisher Mounds,USA,Wisconsin,North America,UWyo2021,Arzigian 2015,Unknown lab ID
308,ISGSA-2411,630,20,SEEDS,P. vulgaris,,,,,0,,,GSC#1,USA,Illinois,North America,UWyo2021,Monaghan et al-The age and distribution of domesticated beans in…,Unknown lab ID
309,ISGSA-2412,620,20,SEEDS,P. vulgaris,,,-89.92837404,38.47043082,1,,11S1232,Janey B. Goode,USA,Illinois,North America,UWyo2021,Monaghan et al-The age and distribution of domesticated beans in…,Unknown lab ID
310,ISGSA-2414,5490,20,BONE,,-14.1,AMS,-96.17801601,43.08270338,1,,13SX126,,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2013,Unknown lab ID
311,ISGSA-2415,3670,20,BONE,,-17.1,AMS,-96.17801601,43.08270338,1,,13SX126,,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2013,Unknown lab ID
312,ISGSA-2427,900,20,CHARCOAL,,-24.9,AMS,-89.90517719,38.82984438,1,,11MS34,Cahokia Mounds,USA,Illinois,North America,UWyo2021,Baires 2014-Cahokia's Origins…,Unknown lab ID
313,ISGSA-2515,640,15,POTTERYRESIDUE,,-22.5,AMS,-76.19456258,43.00587369,1,,NYSM-618/Cza002,Cemetery,USA,New York,North America,UWyo2021,not published,Unknown lab ID
314,ISGSA-2522,570,15,POTTERYRESIDUE,,-28,AMS,-75.66961061,42.91267136,1,,5310.000006,Buyea,USA,New York,North America,UWyo2021,not published,Unknown lab ID
315,ISGSA-2531,995,20,SEEDS,Charred Zea mays kernel,-9.8,AMS,-89.92837404,38.47043082,1,,11S706,East St. Louis Mound Complex,USA,Illinois,North America,UWyo2021,Brennan Boles Hedman Kolb Nash 2016,Unknown lab ID
316,ISGSA-2636,930,15,SEEDS,Zea mays kernel,,AMS,-88.77588131,43.02091354,1,,47JE1,Aztalan,USA,Wisconsin,North America,UWyo2021,Picard 2013-Northern Flint Southern Roots….,Unknown lab ID
317,ISGSA-2695,660,20,POTTERYRESIDUE,,,AMS,-89.04482403,43.8003813,1,,47GL65,Walker-Hooper,USA,Wisconsin,North America,UWyo2021,Schneider 2015-Oneota Ceramic Production and Exchange….,Unknown lab ID
318,ISGSA-27,10228,70,CHARCOAL,,,AMS,-93.24046742,42.38395436,1,,13HA385,Allen Fan,USA,Iowa,North America,UWyo2021,Fishel et al. 2003,Unknown lab ID
319,ISGSA-2714,1070,20,SEEDS,Zea mays cupule,-9.3,AMS,-89.90517719,38.82984438,1,,11MS118,Holding,USA,Illinois,North America,UWyo2021,Ancient Maize Database,Unknown lab ID
320,ISGSA-2715,940,15,SEEDS,Zea mays kernel,-9.1,AMS,-89.90517719,38.82984438,1,,11MS118,Holding,USA,Illinois,North America,UWyo2021,Ancient Maize Database,Unknown lab ID
321,ISGSA-2716,950,15,SEEDS,Zea mays kernel,-8.9,AMS,-89.90517719,38.82984438,1,,11MS118,Holding,USA,Illinois,North America,UWyo2021,Ancient Maize Database,Unknown lab ID
322,ISGSA-2776,410,20,SEEDS,Zea mays,,AMS,-79.46682604,40.31064472,1,,36WM35,Squirrel Hill,USA,Pennsylvania,North America,UWyo2021,DeHaven 2014,Unknown lab ID
323,ISGSA-2777,495,25,SEEDS,acorn,,AMS,-79.46682604,40.31064472,1,,36WM35,Squirrel Hill,USA,Pennsylvania,North America,UWyo2021,DeHaven 2014,Unknown lab ID
324,ISGSA-28,6959,70,CHARCOAL,,,AMS,-93.24046742,42.38395436,1,,13HA385,Allen Fan,USA,Iowa,North America,UWyo2021,Fishel et al. 2003,Unknown lab ID
325,ISGSA-2808,3920,30,CHARCOAL,,-23.9,AMS,-95.00486354,45.15237647,1,,21KH93,Levin,USA,Minnesota,North America,UWyo2021,Minnesota state database,Unknown lab ID
326,ISGSA-2809,3935,30,CHARCOAL,,-22.2,AMS,-95.00486354,45.15237647,1,,21KH93,Levin,USA,Minnesota,North America,UWyo2021,Minnesota state database,Unknown lab ID
327,ISGSA-2840,490,15,SEEDS,bean,-25.9,AMS,-87.64615466,41.89556793,1,,11CK4,Hoxie Farm site,USA,Illinois,North America,UWyo2021,Jackson 2017-The Hoxie Farm Site Main Occupation Area,Unknown lab ID
328,ISGSA-286,2286,48,SEEDS,Wild Rice,-29.7,AMS,-74.44204867,42.5883091,1,,9501.000084,Parslow Field,USA,New York,North America,UWyo2021,Hart et al. 2003,Unknown lab ID
329,ISGSA-2877,395,25,SEEDS,Zea mays,,AMS,-79.08733516,40.65206169,1,,36IN2,Johnston,USA,Pennsylvania,North America,UWyo2021,Carr et al. 2020 Arch of Nat Amer in Penn.,Unknown lab ID
330,ISGSA-2878,405,25,SEEDS,Zea mays,,AMS,-79.08733516,40.65206169,1,,36IN2,Johnston,USA,Pennsylvania,North America,UWyo2021,Carr et al. 2020 Arch of Nat Amer in Penn.,Unknown lab ID
331,ISGSA-2879,375,25,UNKNOWN,,,AMS,-79.23584809,41.51325914,1,,36FO65,Indian Camp Run 1,USA,Pennsylvania,North America,UWyo2021,Carr et al. 2020 Arch of Nat Amer in Penn.,Unknown lab ID
332,ISGSA-29,1055,50,CHARCOAL,,-25.4,AMS,-90.39047351,39.35630879,1,,11GE20,Audrey,USA,Illinois,North America,UWyo2021,Delaney-Rivera 2004,Unknown lab ID
333,ISGSA-2941,2415,20,SEEDS,nutshell,-24.7,AMS,-90.67801166,40.45619861,1,,11MD1208,Merciless Ridge,USA,Illinois,North America,UWyo2021,Nolan Mallo and Boyd 2016; Illinois Archaeology vol. 28 pp. 257-290,Unknown lab ID
334,ISGSA-2942,2435,20,SEEDS,nutshell,-23.3,AMS,-90.67801166,40.45619861,1,,11MD1208,Merciless Ridge,USA,Illinois,North America,UWyo2021,Nolan Mallo and Boyd 2016; Illinois Archaeology vol. 28 pp. 257-290,Unknown lab ID
335,ISGSA-2943,2405,20,SEEDS,Hickory nutshell,-24.5,AMS,-90.67801166,40.45619861,1,,11MD1208,Merciless Ridge,USA,Illinois,North America,UWyo2021,Nolan Mallo and Boyd 2016; Illinois Archaeology vol. 28 pp. 257-290,Unknown lab ID
336,ISGSA-2944,2900,20,SEEDS,nutshell,-27.9,AMS,-90.67801166,40.45619861,1,,11MD984,John Gage,USA,Illinois,North America,UWyo2021,Nolan Mallo and Boyd 2016; Illinois Archaeology vol. 28 pp. 257-290,Unknown lab ID
337,ISGSA-3104,9175,30,UNKNOWN,,,AMS,-79.46428687,40.81215693,1,,36AR559,Brick House,USA,Pennsylvania,North America,UWyo2021,Carr et al. 2020 Arch of Nat Amer in Penn.,Unknown lab ID
338,ISGSA-3105,2465,20,SEEDS,Hickory nutshell,-25.7,AMS,-90.67801166,40.45619861,1,,11MD1208,Merciless Ridge,USA,Illinois,North America,UWyo2021,Nolan Mallo and Boyd 2016; Illinois Archaeology vol. 28 pp. 257-290,Unknown lab ID
339,ISGSA-3106,2930,20,SEEDS,nutshell,-25,AMS,-90.67801166,40.45619861,1,,11MD984,John Gage,USA,Illinois,North America,UWyo2021,Nolan Mallo and Boyd 2016; Illinois Archaeology vol. 28 pp. 257-290,Unknown lab ID
340,ISGSA-3132,760,20,WOOD,Juglandaceae,-25.1,AMS,-95.62138127,41.0334743,1,,13ML176,Wall Ridge,USA,Iowa,North America,UWyo2021,Tiffany and Lensink 2014,Unknown lab ID
341,ISGSA-3133,645,15,SEEDS,Zea mays,-9.9,AMS,-95.62138127,41.0334743,1,,13ML176,Wall Ridge,USA,Iowa,North America,UWyo2021,Tiffany and Lensink 2014,Unknown lab ID
342,ISGSA-3181,720,15,POTTERYRESIDUE,,-22.9,AMS,-95.62138127,41.0334743,1,,13ML176,Wall Ridge,USA,Iowa,North America,UWyo2021,Tiffany and Lensink 2014,Unknown lab ID
343,ISGSA-3206,2945,20,SEEDS,hickory nutshell,-25,AMS,-90.67801166,40.45619861,1,,11MD1231,Shybull Terrace,USA,Illinois,North America,UWyo2021,Fishel et al. 2018,Unknown lab ID
344,ISGSA-3207,2990,20,SEEDS,hickory nutshell,-25.9,AMS,-90.67801166,40.45619861,1,,11MD1231,Shybull Terrace,USA,Illinois,North America,UWyo2021,Fishel et al. 2018,Unknown lab ID
345,ISGSA-3208,2960,20,SEEDS,hickory nutshell,-25.1,AMS,-90.67801166,40.45619861,1,,11MD1231,Shybull Terrace,USA,Illinois,North America,UWyo2021,Fishel et al. 2018,Unknown lab ID
346,ISGSA-3209,2970,20,SEEDS,hickory nutshell,-24,AMS,-90.67801166,40.45619861,1,,11MD1231,Shybull Terrace,USA,Illinois,North America,UWyo2021,Fishel et al. 2018,Unknown lab ID
347,ISGSA-3234,5035,25,CHARCOAL,,-24.9,AMS,-107.68301,43.90503946,1,,48WA2408,Al-Blm-S2,USA,Wyoming,North America,UWyo2021,WY SHPO 14C Database,Unknown lab ID
348,ISGSA-3235,4375,20,CHARCOAL,,-22.8,AMS,-107.68301,43.90503946,1,,48WA2407,,USA,Wyoming,North America,UWyo2021,WY SHPO 14C Database,Unknown lab ID
349,ISGSA-3236,4450,25,CHARCOAL,,-24.4,AMS,-107.68301,43.90503946,1,,48WA2407,,USA,Wyoming,North America,UWyo2021,WY SHPO 14C Database,Unknown lab ID
350,ISGSA-3237,5185,25,CHARCOAL,,-24.7,AMS,-107.68301,43.90503946,1,,48WA2408,Al-Blm-S2,USA,Wyoming,North America,UWyo2021,WY SHPO 14C Database,Unknown lab ID
351,ISGSA-326,317,38,SEEDS,Zea mays,-9,AMS,-74.42223964,43.11395008,1,,03504.000005/NYSM-2233,Klock,USA,New York,North America,UWyo2021,Hart et al. 2003,Unknown lab ID
352,ISGSA-3269,935,15,SEEDS,Hickory nutshell,-22.3,AMS,-89.92837404,38.47043082,1,,11S1,Emerald,USA,Illinois,North America,UWyo2021,Skousen 2016 Pilgrimage and the construction of Cahokia...,Unknown lab ID
353,ISGSA-327,691,39,SEEDS,Zea mays,-9.4,AMS,-74.43954655,42.9023664,1,,05710.000008/NYSM-1163,Snell,USA,New York,North America,UWyo2021,Hart et al. 2003,Unknown lab ID
354,ISGSA-3270,750,15,SEEDS,Hickory nutshell,-25.3,AMS,-89.92837404,38.47043082,1,,11S1,Emerald,USA,Illinois,North America,UWyo2021,Skousen 2016 Pilgrimage and the construction of Cahokia...,Unknown lab ID
355,ISGSA-3271,960,15,SEEDS,Hickory nutshell,-24.1,AMS,-89.92837404,38.47043082,1,,11S1,Emerald,USA,Illinois,North America,UWyo2021,Skousen 2016 Pilgrimage and the construction of Cahokia...,Unknown lab ID
356,ISGSA-3272,985,20,CHARCOAL,elm,-23.9,AMS,-89.92837404,38.47043082,1,,11S1,Emerald,USA,Illinois,North America,UWyo2021,Skousen 2016 Pilgrimage and the construction of Cahokia...,Unknown lab ID
357,ISGSA-3273,970,20,SEEDS,Zea mays cupule,-9.2,AMS,-89.92837404,38.47043082,1,,11S1,Emerald,USA,Illinois,North America,UWyo2021,Skousen 2016 Pilgrimage and the construction of Cahokia...,Unknown lab ID
358,ISGSA-3274,960,20,SEEDS,Hickory nutshell,-24.4,AMS,-89.92837404,38.47043082,1,,11S1,Emerald,USA,Illinois,North America,UWyo2021,Skousen 2016 Pilgrimage and the construction of Cahokia...,Unknown lab ID
359,ISGSA-3275,970,15,CHARCOAL,hickory,-24.3,AMS,-89.92837404,38.47043082,1,,11S1,Emerald,USA,Illinois,North America,UWyo2021,Skousen 2016 Pilgrimage and the construction of Cahokia...,Unknown lab ID
360,ISGSA-328,401,38,SEEDS,Zea mays,-9.7,AMS,-74.43954655,42.9023664,1,,05707.000009/NYSM-1118,Briggs Run,USA,New York,North America,UWyo2021,Hart et al. 2003,Unknown lab ID
361,ISGSA-3314,790,20,CHARCOAL,,-25.4,AMS,-95.62138127,41.0334743,1,,13ML129,Johnson Farm 2,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
362,ISGSA-3315,785,20,CHARCOAL,,-27.5,AMS,-95.62138127,41.0334743,1,,13ML129,Johnson Farm 2,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
363,ISGSA-3353,355,20,SEEDS,Zea mays charred,-10,AMS,-82.02659093,38.76953377,1,,46MS61,Orchard,USA,West Virginia,North America,UWyo2021,Ellis 2015; Spencer 2016,Unknown lab ID
364,ISGSA-3354,340,15,SEEDS,Zea mays charred,-10,AMS,-82.02659093,38.76953377,1,,46MS61,Orchard,USA,West Virginia,North America,UWyo2021,Ellis 2015; Spencer 2016,Unknown lab ID
365,ISGSA-3386,640,15,SEEDS,Zea mays,-8.6,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
366,ISGSA-3387,655,15,SEEDS,Zea mays,-10.8,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
367,ISGSA-3388,625,15,SEEDS,Zea mays,-27.8,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
368,ISGSA-3389,700,15,SEEDS,Zea mays,-8.7,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
369,ISGSA-3390,695,20,SEEDS,Zea mays,-9.1,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
370,ISGSA-3391,705,20,SEEDS,Zea mays,-9.2,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
371,ISGSA-3392,825,15,SEEDS,Zea mays,-25.4,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
372,ISGSA-3393,830,15,SEEDS,Zea mays,-9.6,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
373,ISGSA-3394,795,15,SEEDS,Nutshell,-25.9,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
374,ISGSA-3395,790,15,SEEDS,Bean,-27,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
375,ISGSA-3396,805,15,SEEDS,Bean,-26.4,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
376,ISGSA-3397,820,15,SEEDS,Zea mays,-10,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
377,ISGSA-3398,730,15,SEEDS,Zea mays,-9.3,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
378,ISGSA-3399,765,15,SEEDS,Zea mays,-8.6,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
379,ISGSA-3400,770,15,SEEDS,Zea mays,-9,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
380,ISGSA-3401,770,15,SEEDS,sunflower Seed,-9.3,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
381,ISGSA-3402,800,15,SEEDS,Zea mays,-8.6,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
382,ISGSA-3403,780,15,SEEDS,Bean,-26.8,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
383,ISGSA-3404,835,15,SEEDS,Nutshell,-23.8,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
384,ISGSA-3405,810,15,SEEDS,Zea mays,-7.9,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
385,ISGSA-3406,805,15,SEEDS,Bean,-23.6,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
386,ISGSA-3407,820,15,SEEDS,Zea mays,-9.5,AMS,-95.62138127,41.0334743,1,,13ML12,House III,USA,Iowa,North America,UWyo2021,Hong Wang with ISGS 2015,Unknown lab ID
