,LabID,Age,Error,Material,Taxa,d13C,Method,Long,Lat,LocAccuracy,Period,SiteID,SiteName,Country,Province,Continent,Source,Reference,removal_reason
0,ANSTOOZC-241,10800,80,,,,,10.35,44.0769,1,,,Riparo di Molino di Piastricoli,Italy,,Europe,Vermeersch2019,Mussi M.  2011. QI 242: 360-370. Skeates Robin,Unknown lab ID
1,ANUAGIFA-31512,45200,2400,charcoal,,,,19.7949,50.0163,1,,,Piekary II,Poland,,Europe,Vermeersch2019,Valladas H.  Eurasian Prehistory 1: 57-82,Unknown lab ID
2,AUB-9493A,536,38,SEEDS,nutshell,,AMS,-83.02414741,39.64195296,1,,33PI880,Reinhardt,USA,Ohio,North America,UWyo2021,Nolan 2010 2012,Unknown lab ID
3,AUB-9494,648,33,SEEDS,nutshell,,AMS,-83.02414741,39.64195296,1,,33PI880,Reinhardt,USA,Ohio,North America,UWyo2021,Nolan 2012,Unknown lab ID
4,AUB-9496A,554,41,SEEDS,nutshell,,AMS,-83.02414741,39.64195296,1,,33PI880,Reinhardt,USA,Ohio,North America,UWyo2021,Nolan 2012,Unknown lab ID
5,AUB-9497A,582,36,SEEDS,nutshell,,AMS,-83.02414741,39.64195296,1,,33PI880,Reinhardt,USA,Ohio,North America,UWyo2021,Nolan 2012,Unknown lab ID
6,BETADICARB-1,1800,150,CHARCOAL,,,RADIOMETRIC,-94.34645755,39.00849178,1,,23JA110,Sohn,USA,Missouri,North America,UWyo2021,,Unknown lab ID
7,BETADICARB-2,1710,80,CHARCOAL,,,RADIOMETRIC,-94.34645755,39.00849178,1,,23JA110,Sohn,USA,Missouri,North America,UWyo2021,,Unknown lab ID
8,BETAN-000004,3400,40,Charcoal,,,,-68.0736,-23.8065,2,,,Tulan-94,Chile,,South America,SCAR,Panachuk L. 2011:82 /   Jucilene Amorim Costa 2008 - Diss mestrado,Unknown lab ID
9,BETANA-1,620,50,restes d'animaux carbonisés; charred animal remains,,-22.1,,-73.26733778,45.38591303,1,,,Pointe-du-Buisson Station 2,Canada,Quebec,North America,CARD,Clermont 1995,Unknown lab ID
10,BETANA-2,620,60,restes d'animaux carbonisés; charred animal remains,,-24.5,,-73.26733778,45.38591303,1,,,Pointe-du-Buisson Station 2,Canada,Quebec,North America,CARD,Clermont 1995,Unknown lab ID
11,BETANA-3,630,70,restes d'animaux carbonisés; charred animal remains,,-20.8,,-73.26733778,45.38591303,1,,,Pointe-du-Buisson Station 2,Canada,Quebec,North America,CARD,Clermont 1995,Unknown lab ID
12,BETANA-4,640,60,restes d'animaux carbonisés; charred animal remains,,-25.1,,-73.26733778,45.38591303,1,,,Pointe-du-Buisson Station 2,Canada,Quebec,North America,CARD,Clermont 1995,Unknown lab ID
13,BETANA-5,820,60,restes d'animaux carbonisés; charred animal remains,,-24.1,,-73.26733778,45.38591303,1,,,Pointe-du-Buisson Station 2,Canada,Quebec,North America,CARD,Wilson 1990; Cooper and Savage 1994; Spence et al. 1990,Unknown lab ID
14,BETANA-6,3150,200,charcoal; charbon de bois,,,,-81.20333135,42.95508452,1,,,Boresma,Canada,Ontario,North America,CARD,Forsyth 1991: table 1,Unknown lab ID
15,BETAQA-361,80,40,WOOD,carbonized bark,-24.9,AMS,-81.69639013,36.23103486,1,,31WT330,Katie Griffith,USA,North Carolina,North America,UWyo2021,Whyte 2003 Prehistoric Sedentary Agriculturalists in the Appalachian Whyte (personal communication 2018),Unknown lab ID
16,BETAXX-1,5345,70,charcoal,,,,-70.633,-17.1,2,,,Asana,Peru,,South America,Goldberg_2016,Carrion J.S.  2008. QSR 27: 2118-2135.,Unknown lab ID
17,BIRMXX-1,580,76,,,,,,,0,,,Los Castillos Cave,Peru,,South America,SCAR,Pan.2011,Unknown lab ID
18,CTUGUV-1,6224,39,,,,,34.1968,38.4043,3,,,Güvercinkayasi,Turkey,,Asia,14SEA,Sevil Gülçür pers. comm. (Dec. 2007)),Unknown lab ID
19,CTUGUV-2,6012,39,,,,,34.1968,38.4043,3,,,Güvercinkayasi,Turkey,,Asia,14SEA,Sevil Gülçür pers. comm. (Dec. 2007)),Unknown lab ID
20,DEMND-1,9571,65,.,,,,24.4333,37.45,1,,,Maroulas,Greece,,Europe,Vermeersch2019,J√∏rgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation,Unknown lab ID
21,DYK-0185,7340,125,Plant ash,,,Conventional,113.668,33.612,2,,,Jiahu,China,Henan,Asia,Wangetal2014,Zhang et al.1999,Unknown lab ID
22,DYK-0186,6900,120,Plant ash,,,Conventional,113.668,33.612,2,,,Jiahu,China,Henan,Asia,Wangetal2014,Zhang et al.1999,Unknown lab ID
23,DYK-0188,6810,130,Plant ash,,,Conventional,113.668,33.612,2,,,Jiahu,China,Henan,Asia,Wangetal2014,Zhang et al.1999,Unknown lab ID
24,DYK-0189,6930,130,Plant ash,,,Conventional,113.668,33.612,2,,,Jiahu,China,Henan,Asia,Wangetal2014,CAA Newsletter 19(1): 28 1999;  Mitchell 1971a 1971b;  Faunmap 4084,Unknown lab ID
25,ETHX-1,7460,80,,,,,8.53892,47.3686,2,,,Zürich - Mozartstrasse (Off-Site),Switzerland,,Europe,EUROEVOL; RADON,,Unknown lab ID
26,ETHX-2,7070,80,,,,,8.53892,47.3686,2,,,Zürich - Mozartstrasse (Off-Site),Switzerland,,Europe,EUROEVOL; RADON,,Unknown lab ID
27,ETHX-3,6570,80,,,,,8.53892,47.3686,2,,,Zürich - Mozartstrasse (Off-Site),Switzerland,,Europe,EUROEVOL; RADON,,Unknown lab ID
28,ETHX-4,6240,80,,,,,8.53892,47.3686,2,,,Zürich - Mozartstrasse (Off-Site),Switzerland,,Europe,EUROEVOL; RADON,,Unknown lab ID
29,ETHX-5,5865,80,,,,,8.53892,47.3686,2,,,Zürich - Mozartstrasse (Off-Site),Switzerland,,Europe,EUROEVOL; RADON,,Unknown lab ID
30,GAKXX-1,2800,120,charcoal,,,,-80.29,-3.37,1,,,Pechiche,Peru,,South America,Goldberg_2016,Ziolkowski et al 1994,Unknown lab ID
31,GAKXX-2,2600,150,unknown,,,,-72.01,-13.28,2,,,Chanapata,Peru,,South America,Goldberg_2016,Pitulko V.V.  2015. Science 6270: 260-263.,Unknown lab ID
32,GCW-1,2160,95,Wood,,,Conventional,115.288,38.948,2,,,Mancheng Han tomb,China,Hebei,Asia,Wangetal2014,Institute of Archaeology Chinese Academy of Social Sciences.1991,Unknown lab ID
33,GCW-8,2120,95,Wood,,,Conventional,113.05,28.217,2,,,Mawangdui,China,Hunan,Asia,Wangetal2014,Institute of Archaeology Chinese Academy of Social Sciences.1991,Unknown lab ID
34,GCW-9,2200,95,Charcoal,,,Conventional,113.05,28.217,2,,,Mawangdui,China,Hunan,Asia,Wangetal2014,,Unknown lab ID
35,GIFAII-4,1910,90,charcoal,,,,-2.0967,37.8325,1,,,Cueva Ambrosio II,Spain,,Europe,Vermeersch2019,,Unknown lab ID
36,GIFAND-1,40500,1600,humic,,,,4.4295,44.4442,1,,,Ranc de l'Arc,France,,Europe,Vermeersch2019,,Unknown lab ID
37,GIFAND-2,41300,1900,charcoal,,,,4.4295,44.4442,1,,,Ranc de l'Arc,France,,Europe,Vermeersch2019,,Unknown lab ID
38,GIFAND-3,42200,1600,charcoal,,,,4.4295,44.4442,1,,,Ranc de l'Arc,France,,Europe,Vermeersch2019,,Unknown lab ID
39,GIFND-1,15160,150,,,,,0.3167,46.1667,1,,,Le Chaumois Boivin,France,,Europe,Vermeersch2019,Corchon S.  Zephyrus 49 1996. 37-60,Unknown lab ID
40,GIFND-2,15600,30,charcoal,,,,-3.668,40.033,1,,,Okladnikov,Spain,,Europe,Vermeersch2019,,Unknown lab ID
41,GIFND-3,5440,400,,,,,-4.3333,47.8167,1,,,Torche,France,,Europe,Vermeersch2019,Guadelli J.-L. 2005. BAR Intern S1364: 87-103.,Unknown lab ID
42,GIFTAN-89229,25750,410,charcoal,,,,-0.466,38.7981,1,,,Cova Beneito,Spain,,Europe,Vermeersch2019,Goring-Morris and Cohern 2005,Unknown lab ID
43,GIFTAN-90028,34300,1100,charcoal,,,,34.93,32.57,2,,,Kebara,Israel,,Asia,CONTEXT,Goring-Morris and Cohern 2005,Unknown lab ID
44,GIFTAN-90151,32670,800,charcoal,,,,34.93,32.57,2,,,Kebara,Israel,,Asia,CONTEXT,Goring-Morris and Cohern 2005,Unknown lab ID
45,GRABETA-149261,5070,40,charcoal,,,,8.8777,40.8317,1,,,Contraguda,Italy,,Europe,Vermeersch2019,,Unknown lab ID
46,GRANDX-1,9650,50,bone,,,,5.803,51.2356,1,,,Tureau des Gardes,Netherlands,,Europe,Vermeersch2019,,Unknown lab ID
47,GRANDX-2,11600,80,,,,,6.7657,47.3777,1,,,Rochedane,France,,Europe,Vermeersch2019,Kulakovska L.  2015. QI 359-360: 347-361.,Unknown lab ID
48,GRANDX-3,20740,80,charcoal,,,,25.8697,48.5939,1,,,Doroshivtsi III Dorotchivtsy III Dorochivtsy III,Ukraine,,Europe,Vermeersch2019,Kulakovska L.  2015. QI 359-360: 347-361.,Unknown lab ID
49,GRANDX-4,22330,100,charcoal,,,,25.8697,48.5939,1,,,Douattes,Ukraine,,Europe,Vermeersch2019,UW/OWSATCDATES,Unknown lab ID
50,GRNND-1,40800,900,,,,,,,0,,,Cualventi,Montenegro,,Europe,Vermeersch2019,Bernaldo de Quiros pers. comm.,Unknown lab ID
51,GRNND-2,33870,1700,,,,,-3.776,43.481,1,,,Arenillas,Spain,,Europe,Vermeersch2019,Bernaldo de Quiros pers. comm.,Unknown lab ID
52,GRNND-3,34660,1600,,,,,-3.776,43.481,1,,,Ariaga,Spain,,Europe,Vermeersch2019,Banadora.,Unknown lab ID
53,GRNND-4,27910,510,charcoal,,,,15.5993,48.4149,1,,,Krems-Wachtberg,Austria,,Europe,Vermeersch2019,,Unknown lab ID
54,GRNND-5,10760,140,charcoal,,,,-4.85,43.3167,1,,,Los Canes,Spain,,Europe,Vermeersch2019,Djindjian F. J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin Paris. Richards M.P.  2015. JAS 61:204-212.,Unknown lab ID
55,GRNND-6,25340,170,bone,,,,13.8967,44.8825,1,,,Sandalja II,Croatia,,Europe,Vermeersch2019,,Unknown lab ID
56,GRNND-7,26450,170,,,,,15.5586,44.0364,1,,,Velika Pecina 3,Croatia,,Europe,Vermeersch2019,Djindjian F. J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin Paris.,Unknown lab ID
57,GRNND-8,27950,270,,,,,18.066,48.306,1,,,Nitra I-Cerman,Slovakia,,Europe,Vermeersch2019,,Unknown lab ID
58,GXNA-1,215,125,inconnu; unknown,,,,-73.01090351,55.96277766,1,,,Lac Washadimi station H,Canada,Quebec,North America,CARD,Taillon et Barrà 1987,Unknown lab ID
59,GXNA-2,565,120,inconnu; unknown,,,,-73.01090351,55.96277766,1,,,Lac Washadimi station H,Canada,Quebec,North America,CARD,Taillon et Barrà 1987,Unknown lab ID
60,GXNA-3,1350,105,inconnu; unknown,,,,-73.01090351,55.96277766,1,,,Lac Washadimi station H,Canada,Quebec,North America,CARD,Taillon et Barrà 1987,Unknown lab ID
61,GXNA-4,430,150,charbon de bois; charcoal,,,,-73.01090351,55.96277766,1,,,Lac Washadimi station F,Canada,Quebec,North America,CARD,Kush 12 1964 485,Unknown lab ID
62,HDH-112791075,6550,110,charcoal,,,,13.43333,52.23333,2,,,Dabendorf,Germany,,Europe,RADON,Gramsch,Unknown lab ID
63,ICAC-428,8350,40,CHARCOAL,,-25,AMS,-103.2519169,29.81210441,1,,41BS2615,Genevieve Lykes Duncan,USA,Texas,North America,UWyo2021,Cloud et al 2018-Late Paleoindian occupations at the Genevieve…,Unknown lab ID
64,ICAICACOC-0401,1970,40,CHARCOAL,,-25,AMS,-107.9042841,39.5993629,1,,5GF1185,Riley Gulch Rockshelter,USA,Colorado,North America,UWyo2021,Conner 2014,Unknown lab ID
65,ICAICACOC-0402,1560,40,CHARCOAL,,-25.7,AMS,-107.9042841,39.5993629,1,,5GF1185,Riley Gulch Rockshelter,USA,Colorado,North America,UWyo2021,Conner 2014,Unknown lab ID
66,ICAICACOC-0403,1900,40,CHARCOAL,,-25,AMS,-107.9042841,39.5993629,1,,5GF1185,Riley Gulch Rockshelter,USA,Colorado,North America,UWyo2021,Conner 2014,Unknown lab ID
67,ICAICACOC-0404,2300,40,CHARCOAL,,-25,AMS,-107.9042841,39.5993629,1,,5GF1185,Riley Gulch Rockshelter,USA,Colorado,North America,UWyo2021,Conner 2014,Unknown lab ID
68,ICAICACOC-0405,2530,40,CHARCOAL,,-23,AMS,-107.9042841,39.5993629,1,,5GF1185,Riley Gulch Rockshelter,USA,Colorado,North America,UWyo2021,Conner 2014,Unknown lab ID
69,IGSC-14131,5345,100,wood,,,,-3.8664,52.5653,2,,,Garthgwinion,United Kingdom,,Europe,Bevan2017,,Unknown lab ID
70,IGSC-1430,4305,100,wood,,,,-2.6879,51.4946,2,,,Avonmouth Bridge,United Kingdom,,Europe,Bevan2017,,Unknown lab ID
71,IGSC-1431,4105,100,wood,,,,-2.6879,51.4946,2,,,Avonmouth Bridge,United Kingdom,,Europe,Bevan2017,,Unknown lab ID
72,IGSC-1460,3180,100,wood,,,,-2.4323,52.6369,2,,,Harcourt,United Kingdom,,Europe,Bevan2017,,Unknown lab ID
73,IGSC-1462,1400,100,plant matter,,,,-2.4323,52.6369,2,,,Harcourt,United Kingdom,,Europe,Bevan2017,,Unknown lab ID
74,IGSC-1486,3685,100,wood,,,,-2.447,52.6416,2,,,Telford,United Kingdom,,Europe,Bevan2017,,Unknown lab ID
75,INA-1,2630,90,charcoal; charbon de bois,,,,-97.15164035,55.85319846,1,,,Thyazzi,Canada,Manitoba,North America,CARD,Williamson 1990; Cooper and Savage 1994; Reid 1975,Unknown lab ID
76,INA-2,725,95,charcoal; charbon de bois,,,,-79.37210034,43.93885285,1,,,Boys,Canada,Ontario,North America,CARD,Carrasco and Perez 1996,Unknown lab ID
77,ISGSA-0246,9913,59,charcoal,,-27.4,,35.5342,31.2539,3,,,Bab edh-Dhra,Jordan,,Asia,CALPAL,Kuijt and Finlayson 2001 14,Unknown lab ID
78,ISGSA-0248,9835,65,charcoal,,-25.6,,35.5342,31.2539,3,,,Bab edh-Dhra,Jordan,,Asia,CALPAL,Kuijt and Finlayson 2001 14,Unknown lab ID
79,ISGSA-0275,491,45,CHARCOAL,,-23.1,AMS,-103.4516936,43.67769708,1,,39CU1682,,USA,South Dakota,North America,UWyo2021,,Unknown lab ID
80,ISGSA-0276,142,41,CHARCOAL,,-26.3,AMS,-103.4516936,43.67769708,1,,39CU1682,,USA,South Dakota,North America,UWyo2021,,Unknown lab ID
81,ISGSA-0277,1442,44,CHARCOAL,,-22.8,AMS,-103.4516936,43.67769708,1,,39CU1696,,USA,South Dakota,North America,UWyo2021,,Unknown lab ID
82,ISGSA-0287,1996,39,CHARCOAL,,-22.7,AMS,-103.4516936,43.67769708,1,,39CU588,,USA,South Dakota,North America,UWyo2021,,Unknown lab ID
83,ISGSA-0600,1125,30,CHARCOAL,,-26.3,AMS,-96.79164089,43.67426965,1,,39MH34,Burkman,USA,South Dakota,North America,UWyo2021,Key 1983,Unknown lab ID
84,ISGSA-1042,1855,45,BONE,Dog bone collagen,,AMS,-76.82364771,42.78107594,1,,9908.000003,Kipp Island,USA,New York,North America,UWyo2021,Hart et al. 2011,Unknown lab ID
85,ISGSA-1056,1050,20,CHARCOAL,,,AMS,-91.47944869,40.64206032,1,,13LE648,Osage Orange,USA,Iowa,North America,UWyo2021,Benn and Thompson 2014-What four late late Woodland Sites…,Unknown lab ID
86,ISGSA-1070,700,20,POTTERYRESIDUE,,,AMS,-88.77588131,43.02091354,1,,47JE904,Crescent Bay Hunt Club,USA,Wisconsin,North America,UWyo2021,Schneider 2015-Oneota Ceramic Production and Exchange….,Unknown lab ID
87,ISGSA-1074,880,20,POTTERYRESIDUE,,-26.3,AMS,-88.48839522,43.75359574,1,,47FD10,Pipe,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
88,ISGSA-1075,830,20,POTTERYRESIDUE,,-25.3,AMS,-88.48839522,43.75359574,1,,47FD10,Pipe,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
89,ISGSA-1078,790,20,POTTERYRESIDUE,,-24.2,AMS,-88.48839522,43.75359574,1,,47FD10,Pipe,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
90,ISGSA-1080,880,20,POTTERYRESIDUE,,,AMS,-88.42869267,41.93914122,1,,11K52,Washington Irving,USA,Illinois,North America,UWyo2021,Richards and Jeske 2015; Wilson 2016-Late Prehistoric Lithic Economies in the Prairie Peninsula,Unknown lab ID
91,ISGSA-1081,1005,20,POTTERYRESIDUE,,,AMS,-88.42869267,41.93914122,1,,11K52,Washington Irving,USA,Illinois,North America,UWyo2021,Richards and Jeske 2015; Wilson 2016-Late Prehistoric Lithic Economies in the Prairie Peninsula,Unknown lab ID
92,ISGSA-1082,675,20,POTTERYRESIDUE,,-25.5,AMS,-87.97864703,41.44520887,1,,11WI5,Fisher,USA,Illinois,North America,UWyo2021,Hart et al 2012 The Potential of Bulk…,Unknown lab ID
93,ISGSA-1085,230,20,POTTERYRESIDUE,,-25.3,AMS,-88.88596091,41.34404799,1,,11LSà,Zimmerman,USA,Illinois,North America,UWyo2021,Hart et al 2012 The Potential of Bulk…,Unknown lab ID
94,ISGSA-1087,2170,20,SEEDS,Hickory nutshell,-25,AMS,-91.16482133,40.40367312,1,,11HA693,Hickman #1,USA,Illinois,North America,UWyo2021,Nolan Mallo and Boyd 2016; Illinois Archaeology vol. 28 pp. 257-290,Unknown lab ID
95,ISGSA-1088,345,20,SEEDS,Cucurbita spp. Seed coats,-27,AMS,-87.64615466,41.89556793,1,,11CK4,Hoxie Farm site,USA,Illinois,North America,UWyo2021,Simon 2011-Evidence for variability….,Unknown lab ID
96,ISGSA-1089,900,20,POTTERYRESIDUE,,-25,AMS,-89.73464987,45.33748532,1,,47LI103,,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
97,ISGSA-1090,2195,25,BONE,Canid (rib),-23.8,AMS,-87.02886857,45.03266068,1,,47DR80,Richter,USA,Wisconsin,North America,UWyo2021,Epstein 2010:125,Unknown lab ID
98,ISGSA-1094,1895,20,POTTERYRESIDUE,,-25.8,AMS,,,0,,,Sloan,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
99,ISGSA-1095,550,15,POTTERYRESIDUE,,,AMS,-88.70752454,43.41631105,1,,47DO27,Nitschke Mound Group,USA,Wisconsin,North America,UWyo2021,Clauter 2011:14,Unknown lab ID
100,ISGSA-1097,1710,20,POTTERYRESIDUE,,-25.8,AMS,,,0,,,Sloan,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
101,ISGSA-1098,1990,20,POTTERYRESIDUE,,-27.2,AMS,,,0,,,Sloan,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
102,ISGSA-1099,1890,20,POTTERYRESIDUE,,-24.5,AMS,,,0,,,Sloan,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
103,ISGSA-1100,1360,20,POTTERYRESIDUE,,-24.5,AMS,-88.08568861,41.8521767,1,,11DU1,Kautz,USA,Illinois,North America,UWyo2021,Hart et al 2012 The Potential of Bulk…,Unknown lab ID
104,ISGSA-1102,380,25,POTTERYRESIDUE,,-25.6,AMS,,,0,,,Horton,USA,Illinois,North America,UWyo2021,Hart et al 2012 The Potential of Bulk…,Unknown lab ID
105,ISGSA-1104,1025,20,POTTERYRESIDUE,,-25.4,AMS,-88.48839522,43.75359574,1,,47FD10,Pipe,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
106,ISGSA-1105,980,20,POTTERYRESIDUE,,-19.5,AMS,-88.77588131,43.02091354,1,,47JE1,Aztalan,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
107,ISGSA-1106,1120,20,POTTERYRESIDUE,,-20.1,AMS,-88.77588131,43.02091354,1,,47JE1,Aztalan,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
108,ISGSA-1107,2365,40,POTTERYRESIDUE,Kegonsa stamped  Vessel,,AMS,-88.77588131,43.02091354,1,,47JE93,Crabapple Point locality,USA,Wisconsin,North America,UWyo2021,Richards and Jeske 2015,Unknown lab ID
109,ISGSA-115,613,34,CHARCOAL,,,AMS,-93.24046742,42.38395436,1,,13HA385,Allen Fan,USA,Iowa,North America,UWyo2021,Fishel et al. 2003,Unknown lab ID
110,ISGSA-1159,955,15,OTHER,Unidentified grass- like stems and leaves,-14,AMS,-89.90517719,38.82984438,1,,11MS34,Cahokia Mounds,USA,Illinois,North America,UWyo2021,Schilling 2010,Unknown lab ID
111,ISGSA-1160,1030,15,OTHER,Unidentified grass- like stems and leaves,-22.2,AMS,-89.90517719,38.82984438,1,,11MS34,Cahokia Mounds,USA,Illinois,North America,UWyo2021,Schilling 2010,Unknown lab ID
112,ISGSA-1182,1130,20,TEETH,Tooth Collagen,,AMS,-76.82364771,42.78107594,1,,9908.000003,Kipp Island,USA,New York,North America,UWyo2021,Hart et al. 2011,Unknown lab ID
113,ISGSA-1187,330,25,POTTERYRESIDUE,,-24.1,AMS,-87.97864703,41.44520887,1,,11WI213,New Lenox,USA,Illinois,North America,UWyo2021,Hart et al 2012 The Potential of Bulk…,Unknown lab ID
114,ISGSA-1189,365,20,POTTERYRESIDUE,,-20.8,AMS,-87.97864703,41.44520887,1,,11WI213,New Lenox,USA,Illinois,North America,UWyo2021,Hart et al 2012 The Potential of Bulk…,Unknown lab ID
115,ISGSA-1192,415,20,POTTERYRESIDUE,,-23.8,AMS,-87.97864703,41.44520887,1,,11WI213,New Lenox,USA,Illinois,North America,UWyo2021,Hart et al 2012 The Potential of Bulk…,Unknown lab ID
116,ISGSA-1200,1275,20,POTTERYRESIDUE,,-25.4,AMS,-88.77588131,43.02091354,1,,47JE379,Koshkonong Creek  Village,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
117,ISGSA-1201,655,25,SEEDS,Zea mays,,AMS,-88.42869267,41.93914122,1,,11K52,Washington Irving,USA,Illinois,North America,UWyo2021,Richards and Jeske 2015; Wilson 2016-Late Prehistoric Lithic Economies in the Prairie Peninsula,Unknown lab ID
118,ISGSA-1202,800,20,SEEDS,nutshell,,AMS,-88.42869267,41.93914122,1,,11K52,Washington Irving,USA,Illinois,North America,UWyo2021,Richards and Jeske 2015; Wilson 2016-Late Prehistoric Lithic Economies in the Prairie Peninsula,Unknown lab ID
119,ISGSA-1204,810,25,SEEDS,nutshell,,AMS,-88.42869267,41.93914122,1,,11K52,Washington Irving,USA,Illinois,North America,UWyo2021,Richards and Jeske 2015; Wilson 2016-Late Prehistoric Lithic Economies in the Prairie Peninsula,Unknown lab ID
120,ISGSA-1205,650,20,SEEDS,Zea mays,,AMS,-88.42869267,41.93914122,1,,11K52,Washington Irving,USA,Illinois,North America,UWyo2021,Richards and Jeske 2015; Wilson 2016-Late Prehistoric Lithic Economies in the Prairie Peninsula,Unknown lab ID
121,ISGSA-1206,670,25,SEEDS,nutshell,,AMS,-88.42869267,41.93914122,1,,11K52,Washington Irving,USA,Illinois,North America,UWyo2021,Richards and Jeske 2015; Wilson 2016-Late Prehistoric Lithic Economies in the Prairie Peninsula,Unknown lab ID
122,ISGSA-1208,285,20,POTTERYRESIDUE,,-24.1,AMS,-87.97864703,41.44520887,1,,11WIà,Joliet Arsenal,USA,Illinois,North America,UWyo2021,Hart et al 2012 The Potential of Bulk…,Unknown lab ID
123,ISGSA-1209,2255,20,POTTERYRESIDUE,,-29.6,AMS,-89.16075551,42.33642751,1,,11WOà,Macktown,USA,Illinois,North America,UWyo2021,Hart et al 2012 The Potential of Bulk…,Unknown lab ID
124,ISGSA-1211,785,20,POTTERYRESIDUE,,,AMS,-88.77588131,43.02091354,1,,47JE833,Schmeling,USA,Wisconsin,North America,UWyo2021,Schneider 2015-Oneota Ceramic Production and Exchange….,Unknown lab ID
125,ISGSA-1219,1640,20,BONE,collagen,,AMS,-87.02886857,45.03266068,1,,47DR80,Richter,USA,Wisconsin,North America,UWyo2021,Birnbaum 2017-The Richter Site…,Unknown lab ID
126,ISGSA-1220,1745,25,BONE,collagen,,AMS,-87.02886857,45.03266068,1,,47DR80,Richter,USA,Wisconsin,North America,UWyo2021,Birnbaum 2017-The Richter Site…,Unknown lab ID
127,ISGSA-1221,1985,20,BONE,collagen,,AMS,-87.02886857,45.03266068,1,,47DR80,Richter,USA,Wisconsin,North America,UWyo2021,Birnbaum 2017-The Richter Site…,Unknown lab ID
128,ISGSA-1222,1645,20,BONE,collagen,,AMS,-87.02886857,45.03266068,1,,47DR80,Richter,USA,Wisconsin,North America,UWyo2021,Birnbaum 2017-The Richter Site…,Unknown lab ID
129,ISGSA-1237,1920,40,POTTERYRESIDUE,Shorewood cord roughened  Vessel,,AMS,-89.41802878,43.06738536,1,,47DA3,Outlet,USA,Wisconsin,North America,UWyo2021,Bender et al 1982,Unknown lab ID
130,ISGSA-1238,785,15,POTTERYRESIDUE,,,AMS,-88.77588131,43.02091354,1,,47JE904,Crescent Bay Hunt Club,USA,Wisconsin,North America,UWyo2021,Schneider 2015-Oneota Ceramic Production and Exchange….,Unknown lab ID
131,ISGSA-1242,690,15,POTTERYRESIDUE,,,AMS,-88.77588131,43.02091354,1,,47JE904,Crescent Bay Hunt Club,USA,Wisconsin,North America,UWyo2021,Schneider 2015-Oneota Ceramic Production and Exchange….,Unknown lab ID
132,ISGSA-1243,745,20,POTTERYRESIDUE,,,AMS,-88.77588131,43.02091354,1,,47JE904,Crescent Bay Hunt Club,USA,Wisconsin,North America,UWyo2021,Schneider 2015-Oneota Ceramic Production and Exchange….,Unknown lab ID
133,ISGSA-1244,765,15,POTTERYRESIDUE,,,AMS,-88.77588131,43.02091354,1,,47JE833,Schmeling,USA,Wisconsin,North America,UWyo2021,Schneider 2015-Oneota Ceramic Production and Exchange….,Unknown lab ID
134,ISGSA-1246,990,20,POTTERYRESIDUE,,,AMS,-88.77588131,43.02091354,1,,47JE904,Crescent Bay Hunt Club,USA,Wisconsin,North America,UWyo2021,Schneider 2015-Oneota Ceramic Production and Exchange….,Unknown lab ID
135,ISGSA-1251,1230,20,POTTERYRESIDUE,,-23.5,AMS,-88.77588131,43.02091354,1,,47JE1,Aztalan,USA,Wisconsin,North America,UWyo2021,Hart et a 2012 The Potential of Bulk…,Unknown lab ID
136,ISGSA-1258,160,20,CHARCOAL,,,AMS,-84.21715437,38.20670885,1,,15BB1,LeBus Circle,USA,Kentucky,North America,UWyo2021,Henry 2009-Geophysical Prospection and Excavation at….,Unknown lab ID
137,ISGSA-1262,365,25,CHARCOAL,,,AMS,-84.21715437,38.20670885,1,,15BB1,LeBus Circle,USA,Kentucky,North America,UWyo2021,Henry 2009-Geophysical Prospection and Excavation at….,Unknown lab ID
138,ISGSA-1263,905,20,SEEDS,Zea mays,-8,AMS,-89.90517719,38.82984438,1,,11MS1124,D. Hitchens,USA,Illinois,North America,UWyo2021,Yancey and Koldehoff 2010; Illinois Archaeology vol. 22 (2) :491-501,Unknown lab ID
